screen_id,route_path,route_name,page_widget,page_file,layout_pattern,vpc_files,vpc_owner_file,declared_tier,suggested_tier,tier_status,l1_status,l2_status,l3_status,notes
AppRouteNames.sc377StakingInsuranceFundTransparency,AppRoutePaths.earnInsuranceFundTransparency,AppRouteNames.sc377StakingInsuranceFundTransparency,StakingInsuranceFundTransparencyPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_insurance_fund_transparency_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_insurance_fund_transparency_page.dart,features/earn_staking/presentation/pages/staking/staking_insurance_fund_transparency_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc364StakingLiquidStaking,AppRoutePaths.earnLiquidStaking,AppRouteNames.sc364StakingLiquidStaking,StakingLiquidStakingPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_liquid_staking_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_liquid_staking_page.dart;features/earn_staking/presentation/widgets/staking/staking_liquid_staking_benefits.dart;features/earn_staking/presentation/widgets/staking/staking_liquid_staking_common.dart;features/earn_staking/presentation/widgets/staking/staking_liquid_staking_detail_sheet.dart;features/earn_staking/presentation/widgets/staking/staking_liquid_staking_holdings.dart;features/earn_staking/presentation/widgets/staking/staking_liquid_staking_stake.dart;features/earn_staking/presentation/widgets/staking/staking_liquid_staking_swap.dart;features/earn_staking/presentation/widgets/staking/staking_liquid_staking_swap_fields.dart,features/earn_staking/presentation/pages/staking/staking_liquid_staking_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc367StakingMultiChain,AppRoutePaths.earnMultiChain,AppRouteNames.sc367StakingMultiChain,StakingMultiChainPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_multi_chain_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_multi_chain_page.dart;features/earn_staking/presentation/widgets/staking/staking_multi_chain_page_common.dart;features/earn_staking/presentation/widgets/staking/staking_multi_chain_page_sections.dart,features/earn_staking/presentation/pages/staking/staking_multi_chain_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc371StakingNotifications,AppRoutePaths.earnNotifications,AppRouteNames.sc371StakingNotifications,StakingNotificationsPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_notifications_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_notifications_page.dart;features/earn_staking/presentation/widgets/staking/staking_notifications_page_common.dart;features/earn_staking/presentation/widgets/staking/staking_notifications_page_sections.dart,features/earn_staking/presentation/pages/staking/staking_notifications_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc380StakingProofOfReserves,AppRoutePaths.earnProofOfReserves,AppRouteNames.sc380StakingProofOfReserves,StakingProofOfReservesPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_proof_of_reserves_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_proof_of_reserves_page.dart;features/earn_staking/presentation/widgets/staking/staking_proof_of_reserves_assets.dart;features/earn_staking/presentation/widgets/staking/staking_proof_of_reserves_common.dart;features/earn_staking/presentation/widgets/staking/staking_proof_of_reserves_overview.dart;features/earn_staking/presentation/widgets/staking/staking_proof_of_reserves_overview_painters.dart;features/earn_staking/presentation/widgets/staking/staking_proof_of_reserves_verify.dart;features/earn_staking/presentation/widgets/staking/staking_proof_of_reserves_verify_sheet.dart,features/earn_staking/presentation/pages/staking/staking_proof_of_reserves_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc389StakingProposals,AppRoutePaths.earnProposals,AppRouteNames.sc389StakingProposals,StakingProposalsPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_proposals_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_proposals_page.dart,features/earn_staking/presentation/pages/staking/staking_proposals_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc372StakingRecommendations,AppRoutePaths.earnRecommendations,AppRouteNames.sc372StakingRecommendations,StakingRecommendationsPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_recommendations_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_recommendations_page.dart,features/earn_staking/presentation/pages/staking/staking_recommendations_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc373StakingRegulatoryFramework,AppRoutePaths.earnRegulatoryFramework,AppRouteNames.sc373StakingRegulatoryFramework,StakingRegulatoryFrameworkPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_regulatory_framework_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_regulatory_framework_page.dart;features/earn_staking/presentation/widgets/staking/staking_regulatory_framework_hero_licenses.dart;features/earn_staking/presentation/widgets/staking/staking_regulatory_framework_protection_complaints.dart;features/earn_staking/presentation/widgets/staking/staking_regulatory_framework_sheet_common.dart,features/earn_staking/presentation/pages/staking/staking_regulatory_framework_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc381StakingRiskDashboard,AppRoutePaths.earnRiskDashboard,AppRouteNames.sc381StakingRiskDashboard,StakingRiskDashboardPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_risk_dashboard_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_risk_dashboard_page.dart;features/earn_staking/presentation/widgets/staking/staking_risk_dashboard_page_common.dart;features/earn_staking/presentation/widgets/staking/staking_risk_dashboard_page_sections.dart,features/earn_staking/presentation/pages/staking/staking_risk_dashboard_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc384StakingRiskScoreCalculator,AppRoutePaths.earnRiskScoreCalculator,AppRouteNames.sc384StakingRiskScoreCalculator,StakingRiskScoreCalculatorPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_risk_score_calculator_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_risk_score_calculator_page.dart;features/earn_staking/presentation/widgets/staking/staking_risk_score_inputs.dart;features/earn_staking/presentation/widgets/staking/staking_risk_score_radar.dart;features/earn_staking/presentation/widgets/staking/staking_risk_score_results.dart,features/earn_staking/presentation/pages/staking/staking_risk_score_calculator_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc329Savings,AppRoutePaths.earnSavings,AppRouteNames.sc329Savings,SavingsPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_page.dart;features/earn_savings/presentation/widgets/savings/savings_home_common.dart;features/earn_savings/presentation/widgets/savings/savings_home_hero.dart;features/earn_savings/presentation/widgets/savings/savings_home_positions.dart;features/earn_savings/presentation/widgets/savings/savings_home_products.dart,features/earn_savings/presentation/pages/savings/savings_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc343SavingsAnalytics,AppRoutePaths.earnSavingsAnalytics,AppRouteNames.sc343SavingsAnalytics,SavingsAnalyticsPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_analytics_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_analytics_page.dart;features/earn_savings/presentation/widgets/savings/savings_analytics_charts_metrics.dart;features/earn_savings/presentation/widgets/savings/savings_analytics_secondary_painters.dart;features/earn_savings/presentation/widgets/savings/savings_analytics_summary_range.dart,features/earn_savings/presentation/pages/savings/savings_analytics_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc341AutoCompoundSettings,AppRoutePaths.earnSavingsAutoCompound,AppRouteNames.sc341AutoCompoundSettings,AutoCompoundSettingsPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/auto_compound_settings_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/auto_compound_settings_page.dart;features/earn_savings/presentation/widgets/hub/auto_compound_settings_calculator.dart;features/earn_savings/presentation/widgets/hub/auto_compound_settings_info_sheet.dart;features/earn_savings/presentation/widgets/hub/auto_compound_settings_positions.dart;features/earn_savings/presentation/widgets/hub/auto_compound_settings_settings_sheet.dart;features/earn_savings/presentation/widgets/hub/auto_compound_settings_shared.dart,features/earn_savings/presentation/pages/savings/auto_compound_settings_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc350SavingsAutoPilot,AppRoutePaths.earnSavingsAutoPilot,AppRouteNames.sc350SavingsAutoPilot,SavingsAutoPilotPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_autopilot_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_autopilot_page.dart,features/earn_savings/presentation/pages/savings/savings_autopilot_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc349SavingsBacktest,AppRoutePaths.earnSavingsBacktest,AppRouteNames.sc349SavingsBacktest,SavingsBacktestPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_backtest_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_backtest_page.dart,features/earn_savings/presentation/pages/savings/savings_backtest_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc340SavingsComparison,AppRoutePaths.earnSavingsComparison,AppRouteNames.sc340SavingsComparison,SavingsComparisonPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_comparison_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_comparison_page.dart;features/earn_savings/presentation/widgets/hub/earn_comparison_chart.dart;features/earn_savings/presentation/widgets/hub/earn_comparison_summary.dart;features/earn_savings/presentation/widgets/hub/earn_comparison_table.dart,features/earn_savings/presentation/pages/savings/savings_comparison_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc346SavingsDca,AppRoutePaths.earnSavingsDca,AppRouteNames.sc346SavingsDca,SavingsDCAPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_dca_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_dca_page.dart;features/earn_savings/presentation/widgets/savings/savings_dca_common.dart;features/earn_savings/presentation/widgets/savings/savings_dca_history_sheet.dart;features/earn_savings/presentation/widgets/savings/savings_dca_plans.dart;features/earn_savings/presentation/widgets/savings/savings_dca_summary.dart,features/earn_savings/presentation/pages/savings/savings_dca_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc348SavingsExport,AppRoutePaths.earnSavingsExport,AppRouteNames.sc348SavingsExport,SavingsExportPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_export_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_export_page.dart;features/earn_savings/presentation/widgets/savings/savings_export_config_widgets.dart;features/earn_savings/presentation/widgets/savings/savings_export_option_widgets.dart;features/earn_savings/presentation/widgets/savings/savings_export_summary_widgets.dart,features/earn_savings/presentation/pages/savings/savings_export_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc336SavingsFAQ,AppRoutePaths.earnSavingsFAQ,AppRouteNames.sc336SavingsFAQ,SavingsFAQPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_faq_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_faq_page.dart;features/earn_savings/presentation/widgets/savings/savings_faq_page_common.dart;features/earn_savings/presentation/widgets/savings/savings_faq_page_sections.dart,features/earn_savings/presentation/pages/savings/savings_faq_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc342SavingsGoal,AppRoutePaths.earnSavingsGoals,AppRouteNames.sc342SavingsGoal,SavingsGoalPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_goal_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_goal_page.dart;features/earn_savings/presentation/widgets/savings/savings_goal_card.dart;features/earn_savings/presentation/widgets/savings/savings_goal_create_sheet.dart;features/earn_savings/presentation/widgets/savings/savings_goal_detail_sheet.dart;features/earn_savings/presentation/widgets/savings/savings_goal_sheet_common.dart;features/earn_savings/presentation/widgets/savings/savings_goal_summary_card.dart;features/earn_savings/presentation/widgets/savings/savings_goal_visuals.dart,features/earn_savings/presentation/pages/savings/savings_goal_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc335SavingsGuide,AppRoutePaths.earnSavingsGuide,AppRouteNames.sc335SavingsGuide,SavingsGuidePage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_guide_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_guide_page.dart,features/earn_savings/presentation/pages/savings/savings_guide_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc334SavingsHistory,AppRoutePaths.earnSavingsHistory,AppRouteNames.sc334SavingsHistory,SavingsHistoryPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_history_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_history_page.dart;features/earn_savings/presentation/widgets/savings/savings_history_page_common.dart;features/earn_savings/presentation/widgets/savings/savings_history_page_sections.dart,features/earn_savings/presentation/pages/savings/savings_history_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc351SavingsLadder,AppRoutePaths.earnSavingsLadder,AppRouteNames.sc351SavingsLadder,SavingsLadderPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_ladder_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_ladder_page.dart,features/earn_savings/presentation/pages/savings/savings_ladder_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc345SavingsNotificationPreferences,AppRoutePaths.earnSavingsNotificationPreferences,AppRouteNames.sc345SavingsNotificationPreferences,SavingsNotificationPreferencesPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_notification_preferences_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_notification_preferences_page.dart,features/earn_savings/presentation/pages/savings/savings_notification_preferences_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc337SavingsNotifications,AppRoutePaths.earnSavingsNotifications,AppRouteNames.sc337SavingsNotifications,SavingsNotificationsPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_notifications_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_notifications_page.dart;features/earn_savings/presentation/widgets/savings/savings_notifications_common.dart;features/earn_savings/presentation/widgets/savings/savings_notifications_history.dart;features/earn_savings/presentation/widgets/savings/savings_notifications_settings.dart,features/earn_savings/presentation/pages/savings/savings_notifications_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc333SavingsPortfolio,AppRoutePaths.earnSavingsPortfolio,AppRouteNames.sc333SavingsPortfolio,SavingsPortfolioPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_portfolio_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/earn_portfolio_page.dart;features/earn_savings/presentation/pages/savings/savings_portfolio_page.dart,features/earn_savings/presentation/pages/savings/earn_portfolio_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc330SavingsProductDetail,AppRoutePaths.earnSavingsProductSample,AppRouteNames.sc330SavingsProductDetail,SavingsProductDetailPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_product_detail_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_product_detail_page.dart,features/earn_savings/presentation/pages/savings/savings_product_detail_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc344SavingsAutoRebalance,AppRoutePaths.earnSavingsRebalance,AppRouteNames.sc344SavingsAutoRebalance,SavingsAutoRebalancePage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_auto_rebalance_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_auto_rebalance_page.dart;features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_allocation.dart;features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_drift_history.dart;features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_history.dart;features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_painters.dart;features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_preview.dart;features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_settings.dart;features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_shared.dart;features/earn_savings/presentation/widgets/savings/savings_auto_rebalance_strategy.dart,features/earn_savings/presentation/pages/savings/savings_auto_rebalance_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc332SavingsReceipt,AppRoutePaths.earnSavingsReceipt,AppRouteNames.sc332SavingsReceipt,SavingsReceiptPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_receipt_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_receipt_page.dart,features/earn_savings/presentation/pages/savings/savings_receipt_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc338SavingsRecommendations,AppRoutePaths.earnSavingsRecommendations,AppRouteNames.sc338SavingsRecommendations,SavingsRecommendationsPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_recommendations_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_recommendations_page.dart;features/earn_savings/presentation/widgets/savings/savings_recommendations_amount_panel.dart;features/earn_savings/presentation/widgets/savings/savings_recommendations_compare_sheet.dart;features/earn_savings/presentation/widgets/savings/savings_recommendations_hero.dart;features/earn_savings/presentation/widgets/savings/savings_recommendations_insights.dart;features/earn_savings/presentation/widgets/savings/savings_recommendations_shared.dart;features/earn_savings/presentation/widgets/savings/savings_recommendations_strategy_card.dart;features/earn_savings/presentation/widgets/savings/savings_recommendations_strategy_detail_sheet.dart,features/earn_savings/presentation/pages/savings/savings_recommendations_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc331SavingsRedeem,AppRoutePaths.earnSavingsRedeemPos001,AppRouteNames.sc331SavingsRedeem,SavingsRedeemPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_redeem_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_redeem_page.dart,features/earn_savings/presentation/pages/savings/savings_redeem_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc339SavingsRiskAssessment,AppRoutePaths.earnSavingsRiskAssessment,AppRouteNames.sc339SavingsRiskAssessment,SavingsRiskAssessmentPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_risk_assessment_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_risk_assessment_page.dart;features/earn_savings/presentation/widgets/savings/savings_risk_assessment_products_common.dart;features/earn_savings/presentation/widgets/savings/savings_risk_assessment_questions.dart;features/earn_savings/presentation/widgets/savings/savings_risk_assessment_result.dart,features/earn_savings/presentation/pages/savings/savings_risk_assessment_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc347SavingsSmartSuggestions,AppRoutePaths.earnSavingsSmartSuggestions,AppRouteNames.sc347SavingsSmartSuggestions,SavingsSmartSuggestionsPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_smart_suggestions_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_smart_suggestions_page.dart,features/earn_savings/presentation/pages/savings/savings_smart_suggestions_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc352SavingsWhatIf,AppRoutePaths.earnSavingsWhatIf,AppRouteNames.sc352SavingsWhatIf,SavingsWhatIfPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_what_if_page.dart,direct_vpc,features/earn_savings/presentation/pages/savings/savings_what_if_page.dart;features/earn_savings/presentation/widgets/savings/savings_what_if_asset_impact.dart;features/earn_savings/presentation/widgets/savings/savings_what_if_common_widgets.dart;features/earn_savings/presentation/widgets/savings/savings_what_if_models.dart;features/earn_savings/presentation/widgets/savings/savings_what_if_painters.dart;features/earn_savings/presentation/widgets/savings/savings_what_if_results.dart;features/earn_savings/presentation/widgets/savings/savings_what_if_stress.dart;features/earn_savings/presentation/widgets/savings/savings_what_if_stress_components.dart,features/earn_savings/presentation/pages/savings/savings_what_if_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc382StakingSlashingHistory,AppRoutePaths.earnSlashingHistory,AppRouteNames.sc382StakingSlashingHistory,StakingSlashingHistoryPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_slashing_history_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_slashing_history_page.dart,features/earn_staking/presentation/pages/staking/staking_slashing_history_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc387StakingSocialFeed,AppRoutePaths.earnSocialFeed,AppRouteNames.sc387StakingSocialFeed,StakingSocialFeedPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_social_feed_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_social_feed_page.dart;features/earn_staking/presentation/widgets/staking/staking_social_feed_page_common.dart;features/earn_staking/presentation/widgets/staking/staking_social_feed_page_sections.dart,features/earn_staking/presentation/pages/staking/staking_social_feed_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc328StakingEarnStaking,AppRoutePaths.earnStaking,AppRouteNames.sc328StakingEarnStaking,StakingEarnPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_earn_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_earn_page.dart;features/earn_staking/presentation/widgets/staking/staking_earn_hero_tabs.dart;features/earn_staking/presentation/widgets/staking/staking_earn_positions_common.dart;features/earn_staking/presentation/widgets/staking/staking_earn_products.dart;features/earn_staking/presentation/widgets/staking/staking_earn_tools.dart,features/earn_staking/presentation/pages/staking/staking_earn_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc357StakingRiskAssessment,AppRoutePaths.earnStakingRiskAssessment,AppRouteNames.sc357StakingRiskAssessment,StakingRiskAssessmentPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_risk_assessment_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_risk_assessment_page.dart;features/earn_staking/presentation/widgets/staking/staking_risk_assessment_page_common.dart;features/earn_staking/presentation/widgets/staking/staking_risk_assessment_page_sections.dart,features/earn_staking/presentation/pages/staking/staking_risk_assessment_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc354StakingRiskDisclosure,AppRoutePaths.earnStakingRiskDisclosure,AppRouteNames.sc354StakingRiskDisclosure,StakingRiskDisclosurePage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_risk_disclosure_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_risk_disclosure_page.dart;features/earn_staking/presentation/widgets/staking/staking_risk_disclosure_assessment_common.dart;features/earn_staking/presentation/widgets/staking/staking_risk_disclosure_categories.dart;features/earn_staking/presentation/widgets/staking/staking_risk_disclosure_overview.dart,features/earn_staking/presentation/pages/staking/staking_risk_disclosure_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc356StakingTaxGuide,AppRoutePaths.earnStakingTaxGuide,AppRouteNames.sc356StakingTaxGuide,StakingTaxGuidePage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_tax_guide_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_tax_guide_page.dart,features/earn_staking/presentation/pages/staking/staking_tax_guide_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc353StakingTerms,AppRoutePaths.earnStakingTerms,AppRouteNames.sc353StakingTerms,StakingTermsPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_terms_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_terms_page.dart,features/earn_staking/presentation/pages/staking/staking_terms_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc355StakingWithdrawalPolicy,AppRoutePaths.earnStakingWithdrawalPolicy,AppRouteNames.sc355StakingWithdrawalPolicy,StakingWithdrawalPolicyPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_withdrawal_policy_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_withdrawal_policy_page.dart;features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_calculator.dart;features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_common.dart;features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_emergency.dart;features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_penalties.dart;features/earn_staking/presentation/widgets/staking/staking_withdrawal_policy_timeline.dart,features/earn_staking/presentation/pages/staking/staking_withdrawal_policy_page.dart,form,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc376StakingSuitabilityAssessment,AppRoutePaths.earnSuitabilityAssessment,AppRouteNames.sc376StakingSuitabilityAssessment,StakingSuitabilityAssessmentPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_suitability_assessment_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_suitability_assessment_page.dart;features/earn_staking/presentation/widgets/staking/staking_suitability_assessment_page_common.dart;features/earn_staking/presentation/widgets/staking/staking_suitability_assessment_page_sections.dart,features/earn_staking/presentation/pages/staking/staking_suitability_assessment_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc395StakingThirdPartyIntegrations,AppRoutePaths.earnThirdPartyIntegrations,AppRouteNames.sc395StakingThirdPartyIntegrations,StakingThirdPartyIntegrationsPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_third_party_integrations_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_third_party_integrations_page.dart,features/earn_staking/presentation/pages/staking/staking_third_party_integrations_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc378StakingTransactionReporting,AppRoutePaths.earnTransactionReporting,AppRouteNames.sc378StakingTransactionReporting,StakingTransactionReportingPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_transaction_reporting_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_transaction_reporting_page.dart;features/earn_staking/presentation/widgets/staking/staking_transaction_reporting_sheet_widgets.dart;features/earn_staking/presentation/widgets/staking/staking_transaction_reporting_summary_widgets.dart;features/earn_staking/presentation/widgets/staking/staking_transaction_reporting_transaction_widgets.dart,features/earn_staking/presentation/pages/staking/staking_transaction_reporting_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc383StakingValidatorHealthMonitor,AppRoutePaths.earnValidatorHealthMonitor,AppRouteNames.sc383StakingValidatorHealthMonitor,StakingValidatorHealthMonitorPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_validator_health_monitor_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_validator_health_monitor_page.dart;features/earn_staking/presentation/widgets/staking/staking_validator_health_monitor_page_common.dart;features/earn_staking/presentation/widgets/staking/staking_validator_health_monitor_page_sections.dart,features/earn_staking/presentation/pages/staking/staking_validator_health_monitor_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc362StakingValidatorSelection,AppRoutePaths.earnValidatorSelection,AppRouteNames.sc362StakingValidatorSelection,StakingValidatorSelectionPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_validator_selection_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_validator_selection_page.dart,features/earn_staking/presentation/pages/staking/staking_validator_selection_page.dart,standard,standard,aligned,pass,pass,pass,compliant
AppRouteNames.sc391StakingVoting,AppRoutePaths.earnVoting,AppRouteNames.sc391StakingVoting,StakingVotingPage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_voting_page.dart,direct_vpc,features/earn_staking/presentation/pages/staking/staking_voting_page.dart,features/earn_staking/presentation/pages/staking/staking_voting_page.dart,standard,standard,aligned,pass,pass,pass,compliant
